,ID,YEAR,MONTH,REGION,DISTRICT,FACILITY,BCG,PENTA_1,PENTA_2,PENTA_3,MEASLES_1,OPV_4,DPT,TT_1,V_BLUECAP,V_REDCAP,PERIONDNAME
1075,1076,2017,June,Upper River ,Kantora ,Koina Community Health Centre,30,53,40,56,51,102,30,10,50,155,June 2017
1076,1077,2017,June,Central River,Niamina East ,Kudang Min. Health Centre,55,62,66,75,86,156,70,19,84,84,June 2017
1077,1078,2017,June,Central River,Niani ,Kuntaur Maj. Health Centre,77,117,88,114,100,231,121,29,128,249,June 2017
1078,1079,2017,June,North Bank West,Jokadu ,Kuntaya Min. Health Centre,69,87,84,110,94,192,150,36,99,898,June 2017
1079,1080,2017,June,Lower River ,Kiang Central ,Kwinella Min. Health Centre,51,53,51,38,25,64,44,12,34,204,June 2017
1080,1081,2017,June,Western 1,Banjul City ,Leman Street RCH Clinic ,9,17,11,14,9,9,,,5,5,June 2017
1081,1082,2017,June,North Bank West,Lower Niumi ,Madina Sering Mass Village OPD,,,,,,,,,,,June 2017
1082,1083,2017,June,Western 1,Kanifing Municipal ,Mbowen Private clinic,6,18,9,10,10,5,5,7,13,17,June 2017
1083,1084,2017,June,Lower River ,Kiang West ,MRC Keneba,4,11,6,4,10,16,12,4,6,13,June 2017
1084,1085,2017,June,Western 1,Kanifing Municipal ,New Jeshwang Clinic,15,33,37,35,26,26,8,12,19,32,June 2017
1085,1086,2017,June,North Bank East ,Sabach Sanjal,Ngenyen Sanjal Min. Health Centre,45,51,51,76,56,98,43,3,29,82,June 2017
1086,1087,2017,June,North Bank East ,Central Badibu ,Njaba Kunda Community Clinic,26,38,33,37,40,75,32,7,10,125,June 2017
1087,1088,2017,June,Western 1,Kanifing Municipal ,Old Jeshwang Min. Health Centre,21,28,33,38,44,63,36,12,41,55,June 2017
1088,1089,2017,June,Lower River ,Jarra East ,Pakaliba OPD Clinic,,,,,,,,,21,140,June 2017
1089,1090,2017,June,Western 1,Banjul City ,RVTH Polyclinic ,37,52,49,73,65,65,,,36,56,June 2017
1090,1091,2017,June,Central River,Lower Fulladou West ,Saint Lazarus NGO Clinic,,,,,,,,,,,June 2017
1091,1092,2017,June,North Bank East ,Central Badibu ,Salikenni Min. Health Centre,16,45,33,39,39,74,35,12,35,107,June 2017
1092,1093,2017,June,Central River,Sami ,Sami Karantaba Min. Health Center,31,59,63,36,73,89,6,,33,172,June 2017
1093,1094,2017,June,Western 2,Kombo South ,Sanyang Community Clinic,150,135,122,115,99,93,51,18,129,239,June 2017
1094,1095,2017,June,North Bank East ,Sabach Sanjal,Sara Kunda Min. Health Centre,23,40,17,24,14,54,41,7,19,42,June 2017
1095,1096,2017,June,Western 1,Kanifing Municipal ,Serekunda Min. Health Centre,141,224,206,257,153,117,121,45,235,,June 2017
1096,1097,2017,June,Western 1,Kanifing Municipal ,Sharab medical centre,6,7,2,5,1,1,,5,2,4,June 2017
1097,1098,2017,June,Western 2,Foni Jarrol ,Sintet Health Centre,20,45,34,32,31,41,,19,46,59,June 2017
1098,1099,2017,June,Lower River ,Jarra West ,Soma Maj. Health Center,92,124,107,128,52,118,53,19,105,139,June 2017
1099,1100,2017,June,Western 1,Kombo North ,Sukuta Min. Health Centre,139,203,201,204,132,212,71,40,180,251,June 2017
1100,1101,2017,June,North Bank West,Upper Niumi ,WEC Nema Kunku NGO Clinic,13,25,27,17,14,30,16,9,16,71,June 2017
1101,1102,2017,June,Upper River ,Wuli West ,Yorobawol Min. Health Centre,87,89,90,73,105,194,80,30,129,172,June 2017
1102,1103,2017,June,Western 1,Kombo North ,Yundum Village OPD,80,77,90,89,38,38,43,11,85,105,June 2017
1103,1104,2017,July,North Bank West,Upper Niumi ,Albreda Min. Health Centre,31,35,37,47,41,41,18,6,35,101,July 2017
1104,1105,2017,July,Upper River ,Wuli East ,Badja Kunda Min. Health Centre,121,92,81,92,134,229,99,32,203,1060,July 2017
1105,1106,2017,July,Western 1,Kanifing Municipal ,Bafrow Sere Kunda Clinic,83,91,87,85,68,125,60,45,119,127,July 2017
1106,1107,2017,July,Western 1,Kanifing Municipal ,Bakau Minor Health Centre,79,71,73,76,102,156,92,38,77,149,July 2017
1107,1108,2017,July,Western 1,Kombo North ,Banjulnding Min. Health Centre,200,146,176,190,191,191,94,45,202,263,July 2017
1108,1109,2017,July,Central River,Upper Fulladou West ,Bansang RCH Clinic,111,148,164,153,210,291,90,54,176,144,July 2017
1109,1110,2017,July,Upper River ,Basse ,Basse Maj. Health Centre,247,261,287,242,282,465,138,85,211,216,July 2017
1110,1111,2017,July,Western 2,Kombo Central ,Brikama Maj. Health centre,275,462,559,493,430,766,321,129,430,917,July 2017
1111,1112,2017,July,Central River,Lower Fulladou West ,Brikamaba Min. Health Center,120,86,127,130,150,151,119,60,132,165,July 2017
1112,1113,2017,July,Western 1,Kombo North ,Brufut Min. Health Centre,73,106,92,89,58,94,36,22,111,198,July 2017
1113,1114,2017,July,Western 1,Kanifing Municipal ,Bundung Maternal Child Health Hospital,451,363,404,410,382,358,292,149,427,669,July 2017
1114,1115,2017,July,Lower River ,Jarra East ,Bureng Min. Health Centre,81,74,62,68,81,126,55,24,32,43,July 2017
1115,1116,2017,July,Western 2,Kombo Central ,Catholic Mission Mobile Clinic,20,35,22,22,9,17,13,5,23,39,July 2017
1116,1117,2017,July,Central River,Nianija,Chamen Min. Health Centre,38,37,34,38,45,62,17,7,11,102,July 2017
1117,1118,2017,July,Central River,Niamina Dankunku,Dankunku Min. Health Centre,49,30,57,45,40,40,105,4,47,64,July 2017
1118,1119,2017,July,Upper River ,Jimara ,Demba Kunda Koto Village OPD,,,,,,,,,66,99,July 2017
1119,1120,2017,July,Upper River ,Sandu ,Diabugu Min. Health Centre,56,62,71,72,114,189,84,13,77,284,July 2017
1120,1121,2017,July,North Bank West,Lower Niumi ,Essau Major Health Centre,104,35,37,47,41,53,18,6,120,217,July 2017
1121,1122,2017,July,Western 1,Kanifing Municipal ,Faji Kunda Major Health Centre,190,239,249,339,347,679,323,102,355,757,July 2017
1122,1123,2017,July,North Bank East ,Upper Badibu ,Fara Fenni RCH,131,134,170,150,181,251,59,52,153,400,July 2017
1123,1124,2017,July,Western 2,Kombo South ,Farato Village OPD,74,79,139,122,124,220,118,20,85,275,July 2017
1124,1125,2017,July,Upper River ,Kantora ,Fatoto Min. Health Centre,55,103,89,106,107,173,65,28,107,115,July 2017
1125,1126,2017,July,Upper River ,Jimara ,Gambisara Min. Health Centre,194,174,175,170,173,173,148,48,78,553,July 2017
1126,1127,2017,July,Western 1,Kanifing Municipal ,GFPA Kanifing NGO Clinic,34,42,38,45,54,96,25,12,26,60,July 2017
1127,1128,2017,July,Western 2,Kombo South ,Gunjur Min. Health Centre,78,128,155,132,154,154,109,23,96,206,July 2017
1128,1129,2017,July,North Bank East ,Upper Badibu ,Illiassa Min. Health Centre,49,54,66,74,37,72,37,2,50,201,July 2017
1129,1130,2017,July,Western 1,Kanifing Municipal ,INB Seena Private Clinic,15,19,30,33,33,36,,,35,30,July 2017
1130,1131,2017,July,Central River,Janjan Bureh ,Janjang-bureh Min. Health Centre,35,22,54,32,33,33,16,2,40,152,July 2017
1131,1132,2017,July,Western 2,Kombo East ,Kafuta Min. Health Centre,79,78,77,75,76,149,73,20,72,152,July 2017
1132,1133,2017,July,Lower River ,Kiang East ,Kaiaf Village OPD,22,22,34,44,10,21,5,6,1,1,July 2017
1133,1134,2017,July,Central River,Lower Saloum,Kaur Minor Health Centre,106,107,119,111,146,146,84,14,126,290,July 2017
1134,1135,2017,July,North Bank East ,Lower Badibu,Kerewan Min. Health Centre,27,39,64,75,55,100,22,10,48,142,July 2017
1135,1136,2017,July,North Bank West,Upper Niumi ,Kerr Cherno Min. Health Centre,42,43,64,68,63,125,41,17,69,145,July 2017
1136,1137,2017,July,Lower River ,Kiang West ,Kiang Karantaba Min. Health Centre,7,15,22,15,24,24,91,1,1,161,July 2017
1137,1138,2017,July,Upper River ,Kantora ,Koina Community Health Centre,48,39,35,36,44,81,37,9,62,200,July 2017
1138,1139,2017,July,Central River,Niamina East ,Kudang Min. Health Centre,67,70,104,104,96,134,44,17,104,42,July 2017
1139,1140,2017,July,Central River,Niani ,Kuntaur Maj. Health Centre,126,85,136,122,129,216,118,27,93,419,July 2017
1140,1141,2017,July,North Bank West,Jokadu ,Kuntaya Min. Health Centre,78,75,76,89,,94,59,13,178,921,July 2017
1141,1142,2017,July,Lower River ,Kiang Central ,Kwinella Min. Health Centre,40,29,30,26,34,44,13,7,43,199,July 2017
1142,1143,2017,July,Western 1,Banjul City ,Leman Street RCH Clinic ,9,9,17,10,21,21,4,8,28,24,July 2017
1143,1144,2017,July,Western 1,Kanifing Municipal ,Mbowen Private clinic,14,17,13,11,10,9,7,6,10,13,July 2017
1144,1145,2017,July,Lower River ,Kiang West ,MRC Keneba,12,8,6,2,8,16,5,5,7,13,July 2017
1145,1146,2017,July,Western 1,Kanifing Municipal ,New Jeshwang Clinic,21,37,45,57,48,59,46,14,74,56,July 2017
1146,1147,2017,July,North Bank East ,Sabach Sanjal,Ngenyen Sanjal Min. Health Centre,49,38,52,48,63,118,54,4,48,346,July 2017
1147,1148,2017,July,North Bank East ,Central Badibu ,Njaba Kunda Community Clinic,28,42,32,33,40,67,20,7,17,226,July 2017
1148,1149,2017,July,Western 1,Kanifing Municipal ,Old Jeshwang Min. Health Centre,37,61,58,57,44,107,,25,48,86,July 2017
1149,1150,2017,July,Lower River ,Jarra East ,Pakaliba OPD Clinic,,,,,,,,,23,76,July 2017
1150,1151,2017,July,Western 1,Banjul City ,RVTH Polyclinic ,48,47,58,59,63,112,61,30,82,83,July 2017
1151,1152,2017,July,Central River,Lower Fulladou West ,Saint Lazarus NGO Clinic,,,,,,,,,,,July 2017
1152,1153,2017,July,North Bank East ,Central Badibu ,Salikenni Min. Health Centre,22,19,39,36,36,40,27,1,28,50,July 2017
1153,1154,2017,July,Central River,Sami ,Sami Karantaba Min. Health Center,51,49,48,54,51,65,21,6,23,202,July 2017
1154,1155,2017,July,Western 2,Kombo South ,Sanyang Community Clinic,145,158,211,188,152,138,152,30,128,329,July 2017
1155,1156,2017,July,North Bank East ,Sabach Sanjal,Sara Kunda Min. Health Centre,12,16,39,18,21,28,20,8,21,70,July 2017
1156,1157,2017,July,Western 1,Kanifing Municipal ,Serekunda General Hospital,,,,,,,,21,,,July 2017
1157,1158,2017,July,Western 1,Kanifing Municipal ,Serekunda Min. Health Centre,171,229,256,281,308,284,275,89,318,469,July 2017
1158,1159,2017,July,Western 2,Foni Jarrol ,Sintet Health Centre,29,25,46,30,24,24,,15,25,75,July 2017
1159,1160,2017,July,Lower River ,Jarra West ,Soma Maj. Health Center,112,112,140,117,105,107,52,29,114,128,July 2017
1160,1161,2017,July,Western 1,Kombo North ,Sukuta Min. Health Centre,149,209,246,253,257,423,218,84,352,421,July 2017
1161,1162,2017,July,North Bank West,Upper Niumi ,WEC Nema Kunku NGO Clinic,16,27,24,25,13,26,,2,8,66,July 2017
1162,1163,2017,July,Western 2,Foni Bintang Karanai ,WEC Sibanor NGO Maj. HC,52,67,60,89,65,66,47,22,65,91,July 2017
1163,1164,2017,July,Upper River ,Wuli West ,Yorobawol Min. Health Centre,72,74,73,67,109,192,53,16,72,131,July 2017
1164,1165,2017,July,Western 1,Kombo North ,Yundum Village OPD,72,69,96,93,82,132,47,11,80,104,July 2017
1165,1166,2017,August,North Bank West,Upper Niumi ,Albreda Min. Health Centre,24,32,36,42,17,50,,6,38,123,August 2017
1166,1167,2017,August,Upper River ,Wuli East ,Badja Kunda Min. Health Centre,151,127,70,62,139,240,93,48,264,427,August 2017
1167,1168,2017,August,Western 1,Kanifing Municipal ,Bafrow Sere Kunda Clinic,66,54,69,85,122,122,76,28,57,81,August 2017
1168,1169,2017,August,Western 1,Kanifing Municipal ,Bakau Minor Health Centre,74,65,66,53,80,135,104,23,61,100,August 2017
1169,1170,2017,August,Western 1,Kombo North ,Banjulnding Min. Health Centre,115,88,142,164,167,277,120,58,147,339,August 2017
1170,1171,2017,August,Central River,Upper Fulladou West ,Bansang RCH Clinic,118,148,123,165,146,324,102,49,40,45,August 2017
1171,1172,2017,August,Upper River ,Basse ,Basse Maj. Health Centre,163,180,235,225,260,484,197,64,138,289,August 2017
1172,1173,2017,August,Western 2,Kombo Central ,Brikama Maj. Health centre,364,354,442,519,519,878,328,141,413,714,August 2017
1173,1174,2017,August,Central River,Lower Fulladou West ,Brikamaba Min. Health Center,115,84,120,121,179,176,116,72,,6,August 2017
1174,1175,2017,August,Western 1,Kombo North ,Brufut Min. Health Centre,67,97,107,86,109,180,71,17,98,118,August 2017
1175,1176,2017,August,Western 1,Kanifing Municipal ,Bundung Maternal Child Health Hospital,426,245,352,370,351,588,255,165,312,860,August 2017
1176,1177,2017,August,Lower River ,Jarra East ,Bureng Min. Health Centre,65,47,77,57,76,110,31,18,28,50,August 2017
1177,1178,2017,August,Western 2,Foni Kansala ,Bwiam General Hospital,36,61,72,91,87,157,70,12,75,109,August 2017
1178,1179,2017,August,Central River,Nianija,Chamen Min. Health Centre,32,39,42,50,48,68,17,7,31,115,August 2017
1179,1180,2017,August,Central River,Niamina Dankunku,Dankunku Min. Health Centre,20,32,37,59,55,95,44,10,51,54,August 2017
1180,1181,2017,August,Upper River ,Jimara ,Demba Kunda Koto Village OPD,,,,,,,,,81,140,August 2017
1181,1182,2017,August,Upper River ,Jimara ,Demba Kunda Kuta Village OPD,,,,,,,,,,,August 2017
1182,1183,2017,August,Upper River ,Sandu ,Diabugu Min. Health Centre,71,65,61,73,85,213,81,13,105,199,August 2017
1183,1184,2017,August,North Bank West,Lower Niumi ,Essau Major Health Centre,106,116,109,150,149,221,84,23,107,363,August 2017
1184,1185,2017,August,Western 1,Kanifing Municipal ,Faji Kunda Major Health Centre,138,137,206,293,355,355,302,86,302,605,August 2017
1185,1186,2017,August,North Bank East ,Upper Badibu ,Fara Fenni RCH,112,106,147,153,143,209,64,36,200,602,August 2017
1186,1187,2017,August,Western 2,Kombo South ,Farato Village OPD,67,55,81,116,93,184,127,18,77,212,August 2017
1187,1188,2017,August,Upper River ,Kantora ,Fatoto Min. Health Centre,81,93,101,83,86,134,45,10,94,104,August 2017
1188,1189,2017,August,Upper River ,Jimara ,Gambisara Min. Health Centre,176,150,146,160,175,294,174,38,98,735,August 2017
1189,1190,2017,August,Western 1,Kanifing Municipal ,GFPA Kanifing NGO Clinic,39,30,31,36,32,97,15,12,,77,August 2017
1190,1191,2017,August,Western 2,Kombo South ,Gunjur Min. Health Centre,93,76,109,135,113,255,142,21,70,152,August 2017
1191,1192,2017,August,North Bank East ,Upper Badibu ,Illiassa Min. Health Centre,41,43,54,61,50,49,78,9,58,65,August 2017
1192,1193,2017,August,Western 1,Kanifing Municipal ,INB Seena Private Clinic,8,20,19,30,21,28,,,,18,August 2017
1193,1194,2017,August,Central River,Janjan Bureh ,Janjang-bureh Min. Health Centre,16,56,40,56,46,46,40,7,31,122,August 2017
1194,1195,2017,August,Western 2,Kombo East ,Kafuta Min. Health Centre,80,85,75,77,72,143,73,26,71,180,August 2017
1195,1196,2017,August,Lower River ,Kiang East ,Kaiaf Village OPD,18,17,22,30,40,52,13,8,45,150,August 2017
1196,1197,2017,August,Central River,Lower Saloum,Kaur Minor Health Centre,75,116,108,121,170,240,62,28,128,420,August 2017
1197,1198,2017,August,North Bank East ,Lower Badibu,Kerewan Min. Health Centre,40,35,35,61,66,138,72,9,87,167,August 2017
1198,1199,2017,August,North Bank West,Upper Niumi ,Kerr Cherno Min. Health Centre,36,36,51,75,70,92,80,28,62,137,August 2017
1199,1200,2017,August,Lower River ,Kiang West ,Kiang Karantaba Min. Health Centre,9,10,8,11,9,9,8,9,6,22,August 2017
1200,1201,2017,August,Upper River ,Kantora ,Koina Community Health Centre,26,36,44,29,64,99,30,10,9,108,August 2017
1201,1202,2017,August,Central River,Niamina East ,Kudang Min. Health Centre,37,75,88,97,89,,63,24,65,77,August 2017
1202,1203,2017,August,Central River,Niani ,Kuntaur Maj. Health Centre,79,97,93,117,127,224,104,24,108,257,August 2017
1203,1204,2017,August,North Bank West,Jokadu ,Kuntaya Min. Health Centre,63,58,78,84,70,161,91,17,94,1455,August 2017
1204,1205,2017,August,Lower River ,Kiang Central ,Kwinella Min. Health Centre,38,41,38,40,48,76,30,10,28,231,August 2017
1205,1206,2017,August,Western 1,Banjul City ,Leman Street RCH Clinic ,7,11,15,13,13,28,,5,9,10,August 2017
1206,1207,2017,August,North Bank West,Lower Niumi ,Madina Sering Mass Village OPD,,,,,,,,,,,August 2017
1207,1208,2017,August,Western 1,Kanifing Municipal ,Mbowen Private clinic,14,19,11,19,8,5,,3,4,13,August 2017
1208,1209,2017,August,Lower River ,Kiang West ,MRC Keneba,8,6,6,8,14,23,12,2,7,8,August 2017
1209,1210,2017,August,Western 1,Kanifing Municipal ,New Jeshwang Clinic,33,15,27,38,45,63,18,7,32,40,August 2017
1210,1211,2017,August,North Bank East ,Sabach Sanjal,Ngenyen Sanjal Min. Health Centre,48,34,31,51,37,121,99,9,80,412,August 2017
1211,1212,2017,August,North Bank East ,Central Badibu ,Njaba Kunda Community Clinic,19,33,23,31,31,31,21,12,31,56,August 2017
1212,1213,2017,August,Western 1,Kanifing Municipal ,Old Jeshwang Min. Health Centre,32,32,48,46,58,99,30,12,39,59,August 2017
1213,1214,2017,August,Lower River ,Jarra East ,Pakaliba OPD Clinic,,,,,,,,,22,117,August 2017
1214,1215,2017,August,Western 1,Banjul City ,RVTH Polyclinic ,44,45,35,43,52,52,39,,35,61,August 2017
1215,1216,2017,August,Central River,Lower Fulladou West ,Saint Lazarus NGO Clinic,,,,,,,,,,,August 2017
1216,1217,2017,August,North Bank East ,Central Badibu ,Salikenni Min. Health Centre,21,13,18,49,30,52,22,8,27,92,August 2017
1217,1218,2017,August,Central River,Sami ,Sami Karantaba Min. Health Center,58,50,55,54,35,44,18,14,22,232,August 2017
1218,1219,2017,August,Western 2,Kombo South ,Sanyang Community Clinic,111,97,129,143,171,236,96,21,104,179,August 2017
1219,1220,2017,August,North Bank East ,Sabach Sanjal,Sara Kunda Min. Health Centre,13,21,15,31,15,15,20,1,40,267,August 2017
1220,1221,2017,August,Western 1,Kanifing Municipal ,Serekunda General Hospital,,,,,,,,10,,,August 2017
1221,1222,2017,August,Western 1,Kanifing Municipal ,Serekunda Min. Health Centre,188,158,215,245,4,391,167,60,234,316,August 2017
1222,1223,2017,August,Western 1,Kanifing Municipal ,Sharab medical centre,4,4,5,3,5,14,,5,1,6,August 2017
1223,1224,2017,August,Western 2,Foni Jarrol ,Sintet Health Centre,18,31,24,38,34,45,11,8,27,83,August 2017
1224,1225,2017,August,Lower River ,Jarra West ,Soma Maj. Health Center,103,96,93,131,87,141,80,22,99,238,August 2017
1225,1226,2017,August,Western 1,Kombo North ,Sukuta Min. Health Centre,134,153,171,192,209,367,187,65,192,368,August 2017
1226,1227,2017,August,North Bank West,Upper Niumi ,WEC Nema Kunku NGO Clinic,6,16,28,27,12,34,22,1,20,69,August 2017
1227,1228,2017,August,Western 2,Foni Bintang Karanai ,WEC Sibanor NGO Maj. HC,55,40,55,47,41,61,32,24,52,59,August 2017
1228,1229,2017,August,Upper River ,Wuli West ,Yorobawol Min. Health Centre,65,64,74,78,57,91,38,22,42,138,August 2017
1229,1230,2017,August,Western 1,Kombo North ,Yundum Village OPD,69,48,64,51,67,111,43,17,62,118,August 2017
1230,1231,2017,September,North Bank West,Upper Niumi ,Albreda Min. Health Centre,21,23,29,40,27,61,28,,36,107,September 2017
1231,1232,2017,September,Upper River ,Wuli East ,Badja Kunda Min. Health Centre,107,102,76,72,135,211,63,28,205,520,September 2017
1232,1233,2017,September,Western 1,Kanifing Municipal ,Bafrow Sere Kunda Clinic,70,98,83,80,86,197,132,19,78,197,September 2017
1233,1234,2017,September,Western 1,Kanifing Municipal ,Bakau Minor Health Centre,80,28,51,68,90,90,50,29,44,95,September 2017
1234,1235,2017,September,Western 1,Kombo North ,Banjulnding Min. Health Centre,154,92,122,170,206,206,104,35,178,306,September 2017
1235,1236,2017,September,Central River,Upper Fulladou West ,Bansang RCH Clinic,112,132,169,162,169,169,,54,152,178,September 2017
1236,1237,2017,September,Upper River ,Basse ,Basse Maj. Health Centre,228,189,207,243,285,452,106,50,135,582,September 2017
1237,1238,2017,September,Western 2,Kombo Central ,Brikama Maj. Health centre,426,438,430,409,409,655,262,100,351,793,September 2017
1238,1239,2017,September,Central River,Lower Fulladou West ,Brikamaba Min. Health Center,146,107,79,109,164,106,127,34,122,211,September 2017
1239,1240,2017,September,Western 1,Kombo North ,Brufut Min. Health Centre,70,71,91,86,94,102,8,15,93,67,September 2017
1240,1241,2017,September,Western 1,Kanifing Municipal ,Bundung Maternal Child Health Hospital,438,316,313,441,407,786,338,142,420,678,September 2017
1241,1242,2017,September,Lower River ,Jarra East ,Bureng Min. Health Centre,46,65,60,72,90,120,66,28,40,234,September 2017
1242,1243,2017,September,Western 2,Foni Kansala ,Bwiam General Hospital,,,,91,87,157,70,12,75,109,September 2017
1243,1244,2017,September,Central River,Nianija,Chamen Min. Health Centre,40,25,29,21,40,46,6,5,9,106,September 2017
1244,1245,2017,September,Central River,Niamina Dankunku,Dankunku Min. Health Centre,38,32,24,29,38,63,22,3,31,204,September 2017
1245,1246,2017,September,Upper River ,Jimara ,Demba Kunda Koto Village OPD,,,,,,,,,129,58,September 2017
1246,1247,2017,September,Upper River ,Jimara ,Demba Kunda Kuta Village OPD,,,,,,,,,,,September 2017
1247,1248,2017,September,Upper River ,Sandu ,Diabugu Min. Health Centre,77,58,56,59,124,173,57,9,84,389,September 2017
1248,1249,2017,September,North Bank West,Lower Niumi ,Essau Major Health Centre,114,117,116,122,144,266,155,15,99,162,September 2017
1249,1250,2017,September,Western 1,Kanifing Municipal ,Faji Kunda Major Health Centre,237,228,270,258,338,586,293,,267,578,September 2017
1250,1251,2017,September,North Bank East ,Upper Badibu ,Fara Fenni RCH,129,103,109,135,167,277,106,35,275,225,September 2017
1251,1252,2017,September,Western 2,Kombo South ,Farato Village OPD,76,68,61,95,122,185,121,25,92,163,September 2017
1252,1253,2017,September,Upper River ,Kantora ,Fatoto Min. Health Centre,78,80,113,134,113,221,74,19,87,176,September 2017
1253,1254,2017,September,Upper River ,Jimara ,Gambisara Min. Health Centre,178,130,144,142,381,381,156,34,126,485,September 2017
1254,1255,2017,September,Western 1,Kanifing Municipal ,GFPA Kanifing NGO Clinic,74,27,25,32,44,44,18,20,,,September 2017
1255,1256,2017,September,Western 2,Kombo South ,Gunjur Min. Health Centre,113,66,96,127,133,129,68,15,28,83,September 2017
1256,1257,2017,September,North Bank East ,Upper Badibu ,Illiassa Min. Health Centre,68,48,43,57,40,64,26,11,85,337,September 2017
1257,1258,2017,September,Western 1,Kanifing Municipal ,INB Seena Private Clinic,6,8,12,13,12,17,,5,,6,September 2017
1258,1259,2017,September,Central River,Janjan Bureh ,Janjang-bureh Min. Health Centre,45,31,31,33,43,59,16,9,25,128,September 2017
1259,1260,2017,September,Western 2,Kombo East ,Kafuta Min. Health Centre,181,76,74,65,81,150,69,26,92,163,September 2017
1260,1261,2017,September,Lower River ,Kiang East ,Kaiaf Village OPD,36,28,18,27,39,47,10,8,24,174,September 2017
1261,1262,2017,September,Central River,Lower Saloum,Kaur Minor Health Centre,108,100,126,105,128,211,96,28,105,291,September 2017
1262,1263,2017,September,North Bank East ,Lower Badibu,Kerewan Min. Health Centre,52,37,25,50,63,101,38,18,64,378,September 2017
1263,1264,2017,September,North Bank West,Upper Niumi ,Kerr Cherno Min. Health Centre,61,44,34,44,59,125,87,10,80,261,September 2017
1264,1265,2017,September,Lower River ,Kiang West ,Kiang Karantaba Min. Health Centre,14,15,21,15,15,15,3,7,13,8,September 2017
1265,1266,2017,September,Upper River ,Kantora ,Koina Community Health Centre,43,44,45,41,55,74,40,19,93,1050,September 2017
1266,1267,2017,September,Central River,Niamina East ,Kudang Min. Health Centre,88,48,68,63,89,133,65,7,88,483,September 2017
1267,1268,2017,September,Central River,Niani ,Kuntaur Maj. Health Centre,108,88,102,85,110,202,78,21,91,268,September 2017
1268,1269,2017,September,North Bank West,Jokadu ,Kuntaya Min. Health Centre,84,77,64,76,81,166,85,17,97,720,September 2017
1269,1270,2017,September,Lower River ,Kiang Central ,Kwinella Min. Health Centre,41,30,24,16,31,39,20,8,22,156,September 2017
1270,1271,2017,September,Western 1,Banjul City ,Leman Street RCH Clinic ,20,16,25,24,33,52,,6,16,20,September 2017
1271,1272,2017,September,Western 1,Kanifing Municipal ,Mbowen Private clinic,15,10,10,7,13,8,8,6,13,6,September 2017
1272,1273,2017,September,Lower River ,Kiang West ,MRC Keneba,9,5,5,6,13,13,6,3,3,5,September 2017
1273,1274,2017,September,Western 1,Kanifing Municipal ,New Jeshwang Clinic,32,27,19,33,40,40,16,6,37,20,September 2017
1274,1275,2017,September,North Bank East ,Sabach Sanjal,Ngenyen Sanjal Min. Health Centre,55,67,35,38,83,135,61,4,57,1167,September 2017
1275,1276,2017,September,North Bank East ,Central Badibu ,Njaba Kunda Community Clinic,34,22,20,22,34,34,24,9,24,73,September 2017
1276,1277,2017,September,Western 1,Kanifing Municipal ,Old Jeshwang Min. Health Centre,46,40,33,43,38,38,24,15,24,49,September 2017
1277,1278,2017,September,Lower River ,Jarra East ,Pakaliba OPD Clinic,,,,,,,,,22,185,September 2017
1278,1279,2017,September,Western 1,Banjul City ,RVTH Polyclinic ,54,56,47,45,72,118,38,23,33,92,September 2017
1279,1280,2017,September,North Bank East ,Central Badibu ,Salikenni Min. Health Centre,32,22,11,17,24,43,19,3,35,282,September 2017
1280,1281,2017,September,Central River,Sami ,Sami Karantaba Min. Health Center,35,40,30,53,37,37,10,7,39,241,September 2017
1281,1282,2017,September,Western 2,Kombo South ,Sanyang Community Clinic,200,82,83,135,164,206,120,19,130,219,September 2017
1282,1283,2017,September,North Bank East ,Sabach Sanjal,Sara Kunda Min. Health Centre,32,14,21,14,25,52,28,6,17,58,September 2017
1283,1284,2017,September,Western 1,Kanifing Municipal ,Serekunda General Hospital,,,,,,,,5,,,September 2017
1284,1285,2017,September,Western 1,Kanifing Municipal ,Serekunda Min. Health Centre,236,165,162,233,287,298,165,54,165,182,September 2017
1285,1286,2017,September,Western 1,Kanifing Municipal ,Sharab medical centre,4,2,8,1,2,2,,3,3,4,September 2017
1286,1287,2017,September,Western 2,Foni Jarrol ,Sintet Health Centre,18,20,35,28,30,56,26,6,38,104,September 2017
1287,1288,2017,September,Lower River ,Jarra West ,Soma Maj. Health Center,101,104,98,92,123,184,67,30,78,268,September 2017
1288,1289,2017,September,Western 1,Kombo North ,Sukuta Min. Health Centre,242,116,196,170,264,250,172,67,198,282,September 2017
1289,1290,2017,September,North Bank West,Upper Niumi ,WEC Nema Kunku NGO Clinic,13,7,18,22,8,29,16,4,20,75,September 2017
1290,1291,2017,September,Upper River ,Wuli West ,Yorobawol Min. Health Centre,87,71,66,95,168,218,76,14,110,222,September 2017
1291,1292,2017,September,Western 1,Kombo North ,Yundum Village OPD,93,49,59,86,103,103,39,10,87,95,September 2017
1292,1293,2017,October,North Bank West,Upper Niumi ,Albreda Min. Health Centre,34,18,24,33,32,35,,9,34,179,October 2017
1293,1294,2017,October,Upper River ,Wuli East ,Badja Kunda Min. Health Centre,134,113,76,71,107,194,87,31,258,405,October 2017
1294,1295,2017,October,Western 1,Kanifing Municipal ,Bafrow Sere Kunda Clinic,86,51,45,54,99,99,,39,66,131,October 2017
1295,1296,2017,October,Western 1,Kanifing Municipal ,Bakau Minor Health Centre,71,52,50,55,60,60,52,18,60,177,October 2017
